year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade,Rnd,Pick,Tm,Name,Pos,Age,To,AP1 Misc,PB Misc,St,CarAV Approx Val,DrAV Approx Val,G,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,Att Rushing,Yds Rushing,TD Rushing,Rec Receiving,Yds Receiving,TD Receiving,Tkl,Int,Sk,College/Univ,Source,PICK,TEAM,PLAYER,POS,COLLEGE,YRS,DOLLARS,S.BONUS,G'TEED,2015 CAP HIT
2015,Max Valles,Max,Valles,OLB,6,5,77,251,0,0,4.83,0,0,4.37,7.59,36.5,121,0,0,Virginia,,0,0,0,5.4,6,179,OAK,Max Valles,OLB,21,,0,0,0,,,,,,,,,,,,,,,,,,Virginia,College Stats,179,OAK,Max Valles,OLB,Virginia,4,"$2,421,573","$141,573","$141,573","$470,393"
2015,Clive Walford,Clive,Walford,TE,6,4,76,251,0,0,4.79,0,0,4.57,0,35,120,20,0,Miami,,0,0,0,5.6,3,68,OAK,Clive Walford,TE,23,2015,0,0,0,,,12,,,,,,,,,18,204,3,,,,Miami (FL),College Stats,68,OAK,Clive Walford,TE,Miami (FL),4,"$3,345,450","$794,504","$794,504","$633,626"
2015,Darren Waller,Darren,Waller,WR,6,6,78,238,0,0,4.46,0,0,4.25,7.07,37,125,12,0,Georgia Tech,,0,0,0,5.4,6,204,BAL,Darren Waller,WR,23,2015,0,0,0,,,6,,,,,,,,,2,18,0,,,,Georgia Tech,College Stats,204,BALfrom DAL,Darren Waller,WR,Georgia Tech,4,"$2,391,096","$111,096","$111,096","$462,774"
2015,Leterrius Walton,Leterrius,Walton,DT,6,5,77,319,0,0,5.25,0,0,4.78,7.91,27,103,25,0,Central Michigan,,0,0,0,5.4,6,199,PIT,Leterrius Walton,DT,23,2015,0,0,0,,,6,,,,,,,,,,,,,,,Central Michigan,College Stats,199,PIT,Leterrius Walton,DT,Central Michigan,4,"$2,396,930","$116,930","$116,930","$464,232"
2015,Trae Waynes,Trae,Waynes,CB,6,0,72,186,0,0,4.31,0,0,4.39,7.06,38,122,19,0,Michigan St.,,0,0,0,6.2,1,11,MIN,Trae Waynes,CB,23,2015,0,0,0,,,11,,,,,,,,,,,,11,,,Michigan St.,College Stats,11,MIN,Trae Waynes,CB,Michigan State,4,"$12,944,368","$7,674,086","$12,944,368","$2,353,520"
2015,Kevin White,Kevin,White,WR,6,3,75,215,0,0,4.35,0,0,4.14,6.92,36.5,123,23,0,West Virginia,,0,0,0,6.2,1,7,CHI,Kevin White,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia,College Stats,7,CHI,Kevin White,WR,West Virginia,4,"$16,563,047","$10,305,852","$16,563,047","$3,011,463"
2015,Kevin White,Kevin,White,CB,5,9,69,183,0,0,4.63,0,0,0,0,35.5,121,18,0,TCU,,0,0,0,5.3,1,7,CHI,Kevin White,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,West Virginia,College Stats,7,CHI,Kevin White,WR,West Virginia,4,"$16,563,047","$10,305,852","$16,563,047","$3,011,463"
2015,Daryl Williams,Daryl,Williams,OT,6,5,77,327,0,0,5.34,0,0,5.15,0,26,97,27,0,Oklahoma,,0,0,0,5.6,4,102,CAR,Daryl Williams,G,23,2015,0,0,0,,,6,,,,,,,,,,,,,,,Oklahoma,College Stats,102,CARfrom OAK,Daryl Williams,T,Oklahoma,4,"$2,837,120","$557,120","$557,120","$574,280"
2015,Karlos Williams,Karlos,Williams,RB,6,1,73,230,0,0,4.48,0,0,4.46,7.16,33.5,117,16,0,Florida St.,,0,0,0,5.3,5,155,BUF,Karlos Williams,RB,22,2015,0,0,0,,,8,,,,,,66,376,5,6,72,2,,,,Florida St.,College Stats,155,BUF,Karlos Williams,RB,Florida State,4,"$2,495,352","$215,352","$215,352","$488,838"
2015,Leonard Williams,Leonard,Williams,DE,6,5,77,302,0,0,4.97,0,0,4.53,7.59,29.5,106,0,0,USC,,0,0,0,7.4,1,6,NYJ,Leonard Williams,DE,21,2015,0,0,1,,,12,,,,,,,,,,,,20,,1.5,USC,College Stats,6,NYJ,Leonard Williams,DE,Southern California,4,"$18,630,866","$11,809,721","$18,630,866","$3,387,430"
2015,Maxx Williams,Maxx,Williams,TE,6,4,76,249,0,0,4.78,0,0,4.37,0,34.5,117,17,0,Minnesota,,0,0,0,5.8,2,55,BAL,Maxx Williams,TE,21,2015,0,0,0,,,10,,,,,,,,,19,168,1,,,,Minnesota,College Stats,55,BALfrom ARI,Maxx Williams,TE,Minnesota,4,"$4,052,738","$1,207,446","$1,826,662","$736,861"
2015,P.J. Williams,P.J.,Williams,CB,6,0,72,194,0,0,4.57,0,0,4.28,7.08,40,132,12,0,Florida St.,,0,0,0,6,3,78,NOR,P.J. Williams,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,College Stats,78,NOfrom MIA,P.J. Williams,CB,Florida State,4,"$3,061,619","$706,619","$706,619","$611,654"
2015,Damien Wilson,Damien,Wilson,ILB,6,0,72,245,0,0,4.77,0,0,4.2,7.21,37,119,22,0,Minnesota,,0,0,0,5.1,4,127,DAL,Damien Wilson,ILB,22,2015,0,0,0,,,12,,,,,,,,,,,,4,,,Minnesota,College Stats,127,DAL,Damien Wilson,ILB,Minnesota,4,"$2,746,315","$466,315","$466,315","$551,578"
2015,Ramik Wilson,Ramik,Wilson,ILB,6,2,74,237,0,0,4.77,0,0,4.51,0,35,111,23,0,Georgia,,0,0,0,5.4,4,118,KAN,Ramik Wilson,ILB,23,2015,0,0,0,,,7,,,,,,,,,,,,13,,,Georgia,College Stats,118,KC,Ramik Wilson,ILB,Georgia,4,"$2,807,123","$500,123","$500,123","$560,030"
2015,Jameis Winston,Jameis,Winston,QB,6,4,76,231,0,0,4.97,0,0,4.36,7.16,28.5,103,0,0,Florida St.,,0,0,0,6.5,1,1,TAM,Jameis Winston,QB,21,2015,0,0,1,,,12,221,377,2877,17,11,41,157,5,,,,,,,Florida St.,College Stats,1,TB,Jameis Winston,QB,Florida State,4,"$25,351,277","$16,697,292","$25,351,277","$4,609,323"
2015,Gabe Wright,Gabe,Wright,DT,6,3,75,300,0,0,5.07,0,0,4.56,7.73,26.5,100,34,0,Auburn,,0,0,0,5.7,4,113,DET,Gabe Wright,DT,23,2015,0,0,0,,,7,,,,,,,,,,,,5,,,Auburn,College Stats,113,"DETfrom SF 
via BUF 
via PHI",Gabe Wright,DT,Auburn,4,"$2,801,155","$521,155","$521,155","$565,288"
2015,T.J. Yeldon,T.J.,Yeldon,RB,6,1,73,226,0,0,4.61,0,0,4.22,7.19,36,117,22,0,Alabama,,0,0,0,5.7,2,36,JAX,T.J. Yeldon,RB,21,2015,0,0,1,,,11,,,,,,171,678,2,35,278,1,,,,Alabama,College Stats,36,JAC,T.J. Yeldon,RB,Alabama,4,"$5,913,774","$2,560,927","$3,264,736","$1,075,231"
2014,Jared Abbrederis,Jared,Abbrederis,WR,6,1,73,195,0,0,4.5,0,0,4.08,6.8,30.5,117,4,6,Wisconsin,0,16,176,0,5.2,5,176,GNB,Jared Abbrederis,WR,23,2015,0,0,0,0,0,5,,,,,,,,,5,73,0,,,,Wisconsin,College Stats,176 (C),GB,Jared Abbrederis,WR,Wisconsin,4,"$2,364,560","$144,560","$144,560","$339,140"
2014,Davante Adams,Davante,Adams,WR,6,1,73,212,0,0,4.56,0,0,4.3,6.82,39.5,123,14,2,Fresno St.,0,21,53,0,6,2,53,GNB,Davante Adams,WR,21,2015,0,0,1,5,5,25,,,,,,,,,74,789,4,1,,,Fresno St.,College Stats,53,GB,Davante Adams,WR,Fresno State,4,"$3,933,402","$1,180,656","$1,779,447","$715,164"
2014,Ricardo Allen,Ricardo,Allen,CB,5,9,69,187,0,0,4.61,0,0,4.15,0,35.5,117,13,5,Purdue,0,19,147,0,5.1,5,147,ATL,Ricardo Allen,DB,22,2015,0,0,1,0,0,11,,,,,,,,,,,,48,3,1,Purdue,College Stats,147,ATL,Ricardo Allen,S,Purdue,4,"$2,420,500","$200,500","$200,500","$470,125"
2014,Jace Amaro,Jace,Amaro,TE,6,5,77,265,0,0,4.74,0,0,4.3,7.42,33,118,28,2,Texas Tech,0,17,49,0,5.4,2,49,NYJ,Jace Amaro,TE,22,2014,0,0,0,3,3,14,,,,,,,,,38,345,2,,,,Texas Tech,College Stats,49,NYJ,Jace Amaro,TE,Texas Tech,4,"$4,292,992","$1,442,176","$2,477,316","$780,544"
2014,Dri Archer,Dri,Archer,RB,5,8,68,173,0,0,4.26,0,0,4.06,6.86,38,122,20,4,Kent St.,0,1,97,0,5.4,3,97,PIT,Dri Archer,WR,23,2015,0,0,0,0,0,20,,,,,,10,40,0,7,23,0,,,,Kent St.,College Stats,97 (C),PIT,Dri Archer,RB,Kent State,4,"$2,748,016","$506,016","$506,016","$546,504"
2014,Jeremiah Attaochu,Jeremiah,Attaochu,OLB,6,3,75,252,0,0,0,0,0,0,0,0,0,0,2,Georgia Tech,0,18,50,0,5.5,2,50,SDG,Jeremiah Attaochu,LB,21,2015,0,0,0,1,1,22,,,,,,,,,,,,38,,6.5,Georgia Tech,College Stats,50,SDfrom MIA,Jeremiah Attaochu,OLB,Georgia Tech,4,"$4,203,100","$1,376,800","$1,987,850","$764,200"
2014,Anthony Barr,Anthony,Barr,OLB,6,5,77,255,0,0,4.66,0,0,4.19,6.82,34.5,119,15,1,UCLA,0,9,9,0,6.6,1,9,MIN,Anthony Barr,LB,22,2015,0,0,2,7,7,24,,,,,,,,,,,,106,1,6.5,UCLA,College Stats,9,"MINfrom BUF 
via CLE",Anthony Barr,OLB,California-Los Angeles,4,"$12,743,500","$7,588,000","$12,743,500","$2,317,000"
2014,Lamin Barrow,Lamin,Barrow,OLB,6,1,73,237,0,0,4.64,0,0,4.35,7.24,35,123,22,5,LSU,0,28,156,0,5.4,5,156,DEN,Lamin Barrow,LB,23,2015,0,0,0,1,1,28,,,,,,,,,,,,6,,,LSU,College Stats,156,DENfrom CHI,Lamin Barrow,ILB,Louisiana State,4,"$2,411,160","$191,160","$191,160","$467,790"
2014,Kelvin Benjamin,Kelvin,Benjamin,WR,6,5,77,240,0,0,4.61,0,0,4.39,7.33,32.5,119,13,1,Florida St.,0,28,28,0,6.4,1,28,CAR,Kelvin Benjamin,WR,23,2014,0,0,1,8,8,16,,,,,,,,,73,1008,9,2,,,Florida St.,College Stats,28,CAR,Kelvin Benjamin,WR,Florida State,4,"$7,664,250","$3,894,000","$6,199,225","$1,393,500"
2014,Nat Berhe,Nat,Berhe,SS,5,10,70,193,0,0,4.71,0,0,4.22,7.08,35.5,117,15,5,San Diego St.,0,24,152,0,5.2,5,152,NYG,Nat Berhe,DB,23,2014,0,0,0,1,1,16,,,,,,,,,,,,11,,,San Diego St.,College Stats,152,NYG,Nat Berhe,S,San Diego State,4,"$2,412,800","$192,800","$192,800","$468,200"
2014,Joel Bitonio,Joel,Bitonio,OT,6,4,76,302,0,0,4.97,0,0,4.44,7.37,32,114,22,2,Nevada,0,3,35,0,5.5,2,35,CLE,Joel Bitonio,G,22,2015,0,0,2,6,6,26,,,,,,,,,,,,2,,,Nevada,College Stats,35,CLE,Joel Bitonio,G,Nevada,4,"$5,461,698","$2,292,144","$3,700,403","$993,036"
2014,Rob Blanchflower,Rob,Blanchflower,TE,6,4,76,256,0,0,0,0,0,0,0,0,0,0,8,Massachusetts,0,6,230,0,5.1,7,230,PIT,Rob Blanchflower,TE,24,2014,0,0,0,0,0,0,,,,,,,,,,,,,,,Massachusetts,College Stats,230,PIT,Rob Blanchflower,TE,Massachusetts,4,"$2,279,400","$59,400","$59,400","$434,850"
2014,Alfred Blue,Alfred,Blue,RB,6,2,74,223,0,0,4.63,0,0,4.5,7.15,32,121,13,6,LSU,0,21,181,0,5.2,6,181,HOU,Alfred Blue,RB,23,2015,0,0,0,4,4,27,,,,,,296,972,4,28,215,2,3,,,LSU,College Stats,181,HOUfrom OAK,Alfred Blue,RB,Louisiana State,4,"$2,337,932","$117,932","$117,932","$449,483"
2014,Russell Bodine,Russell,Bodine,C,6,3,75,310,0,0,5.18,0,0,4.66,8.26,29,109,42,4,North Carolina,0,15,111,0,5.3,4,111,CIN,Russell Bodine,C,22,2015,0,0,2,7,7,28,,,,,,,,,,,,,,,North Carolina,College Stats,111,"CINfrom DET 
via SEA",Russell Bodine,C,North Carolina,4,"$2,676,456","$456,456","$456,456","$534,114"
2014,Blake Bortles,Blake,Bortles,QB,6,5,77,232,0,0,4.93,0,0,4.21,7.08,32.5,115,0,1,Central Florida,0,3,3,0,6.4,1,3,JAX,Blake Bortles,QB,22,2015,0,0,2,5,5,26,552,946,6182,38,30,95,663,0,,,,2,,,Central Florida,College Stats,3,JAC,Blake Bortles,QB,Central Florida,4,"$20,654,810","$13,341,680","$20,654,810","$3,755,420"
2014,Tajh Boyd,Tajh,Boyd,QB,6,1,73,222,0,0,4.84,0,0,4.23,7.33,30.5,106,0,7,Clemson,0,21,213,0,5.4,6,213,NYJ,Tajh Boyd,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Clemson,College Stats,213 (C),NYJ,Tajh Boyd,QB,Clemson,4,"$2,298,680","$78,680","$78,680","$439,670"
2014,Bashaud Breeland,Bashaud,Breeland,CB,5,11,71,197,0,0,4.62,0,0,4.33,7.04,34.5,123,11,4,Clemson,0,6,102,0,5.6,4,102,WAS,Bashaud Breeland,DB,22,2015,0,0,1,6,6,27,,,,,,,,,,,,103,4,,Clemson,College Stats,102,WAS,Bashaud Breeland,CB,Clemson,4,"$2,706,000","$486,000","$486,000","$541,500"
2014,Teddy Bridgewater,Teddy,Bridgewater,QB,6,2,74,214,0,0,0,0,0,4.2,7.17,30,113,0,1,Louisville,0,32,32,0,6.3,1,32,MIN,Teddy Bridgewater,QB,21,2015,0,0,2,9,9,25,484,749,5317,22,20,82,367,3,,,,1,,,Louisville,College Stats,32,MINfrom SEA,Teddy Bridgewater,QB,Louisville,4,"$6,849,502","$3,301,456","$5,495,479","$1,245,364"
2014,Justin Britt,Justin,Britt,OT,6,6,78,325,0,0,5.19,0,0,4.69,8.14,27.5,100,23,2,Missouri,0,32,64,0,5.2,2,64,SEA,Justin Britt,T,23,2015,0,0,2,9,9,28,,,,,,,,,,,,,,,Missouri,College Stats,64,SEA,Justin Britt,RT,Missouri,4,"$3,546,930","$834,132","$1,411,265","$628,533"
2014,Terrence Brooks,Terrence,Brooks,FS,5,11,71,198,0,0,4.42,0,0,0,7.35,38,119,10,3,Florida St.,0,15,79,0,5.3,3,79,BAL,Terrence Brooks,DB,23,2015,0,0,0,1,1,19,,,,,,,,,,,,22,,,Florida St.,College Stats,79,BAL,Terrence Brooks,S,Florida State,4,"$2,871,376","$606,376","$606,376","$557,829"
2014,John Brown,John,Brown,WR,5,10,70,179,0,0,4.34,0,0,4.12,6.91,36.5,119,0,3,Pittsburg St. (KS),0,27,91,0,5,3,91,ARI,John Brown,WR,24,2015,0,0,0,5,5,27,,,,,,6,16,0,99,1513,9,3,,,Pittsburg St.,,91,ARIfrom NO,John Brown,WR,Pittsburgh State,4,"$2,798,900","$542,900","$542,900","$555,725"
2014,Preston Brown,Preston,Brown,ILB,6,1,73,251,0,0,4.86,0,0,4.26,6.98,33,116,23,3,Louisville,0,9,73,0,5.4,3,73,BUF,Preston Brown,LB,21,2015,0,0,2,8,8,28,,,,,,,,,,,,116,3,,Louisville,College Stats,73,BUF,Preston Brown,ILB,Louisville,4,"$3,005,750","$648,000","$648,000","$582,000"
2014,Martavis Bryant,Martavis,Bryant,WR,6,4,76,211,0,0,4.42,0,0,4.15,7.18,39,124,16,4,Clemson,0,22,118,0,5.3,4,118,PIT,Martavis Bryant,WR,22,2015,0,0,0,5,5,17,,,,,,6,44,1,57,1172,14,,,,Clemson,College Stats,118,PIT,Martavis Bryant,WR,Clemson,4,"$2,659,220","$439,220","$439,220","$529,805"
2014,Deone Bucannon,Deone,Bucannon,SS,6,1,73,211,0,0,4.49,0,0,4.26,6.96,36.5,125,19,1,Washington St.,0,27,27,0,5.3,1,27,ARI,Deone Bucannon,DB,22,2015,0,0,1,4,4,28,,,,,,,,,,,,133,,4,Washington St.,College Stats,27,ARIfrom NO,Deone Bucannon,S,Washington State,4,"$7,709,202","$3,926,692","$6,237,947","$1,401,673"
2014,Ka'Deem Carey,Ka'Deem,Carey,RB,5,9,69,207,0,0,4.7,0,0,4.38,7.08,32.5,115,19,4,Arizona,0,21,117,0,5.8,4,117,CHI,Ka'Deem Carey,RB,21,2015,0,0,0,1,1,20,,,,,,71,291,1,5,57,0,,,,Arizona,College Stats,117,CHI,Ka'Deem Carey,RB,Arizona,4,"$2,663,380","$443,380","$443,380","$530,845"
2014,Derek Carr,Derek,Carr,QB,6,2,74,214,0,0,4.69,0,0,4.2,0,34.5,110,0,2,Fresno St.,0,4,36,0,5.8,2,36,OAK,Derek Carr,QB,23,2015,0,0,2,5,5,28,619,1025,6448,47,21,48,150,0,,,,1,,,Fresno St.,College Stats,36,OAK,Derek Carr,QB,Fresno State,4,"$5,371,801","$2,226,764","$3,310,937","$976,691"
2014,Ryan Carrethers,Ryan,Carrethers,NT,6,1,73,337,0,0,5.47,0,0,0,7.89,26,88,32,6,Arkansas State,0,5,165,0,5.2,5,165,SDG,Ryan Carrethers,DT,23,2015,0,0,0,1,1,16,,,,,,,,,,,,24,,,Arkansas St.,College Stats,165,SD,Ryan Carrethers,DT,Arkansas State,4,"$2,398,532","$178,532","$178,532","$464,633"
2014,Travis Carrie,Travis,Carrie,CB,6,0,72,206,0,0,0,0,0,0,0,0,0,17,7,Ohio,0,27,219,0,5.4,7,219,OAK,Travis Carrie,DB,24,2015,0,0,1,2,2,24,,,,,,,,,,,,66,1,,Ohio,College Stats,219,OAK,Travis Carrie,CB,Ohio,4,"$2,286,964","$66,964","$66,964","$436,741"
2014,Will Clarke,Will,Clarke,DE,6,6,78,271,0,0,4.77,0,0,0,7.26,32,112,22,3,West Virginia,0,24,88,0,5,3,88,CIN,Will Clarke,DE,23,2015,0,0,0,1,1,18,,,,,,,,,,,,5,,0.5,West Virginia,College Stats,88,CIN,Will Clarke,DE,West Virginia,4,"$2,820,380","$545,380","$545,380","$556,345"
2014,Ha Ha Clinton-Dix,Ha Ha,Clinton-Dix,FS,6,1,73,208,0,0,4.58,0,0,4.16,7.16,33,119,11,1,Alabama,0,21,21,0,6.1,1,21,GNB,Ha Ha Clinton-Dix,DB,21,2015,0,0,2,4,4,28,,,,,,,,,,,,143,3,3,Alabama,College Stats,21,GB,Ha Ha Clinton-Dix,S,Alabama,4,"$8,338,501","$4,384,364","$7,559,967","$1,516,091"
2014,Jadeveon Clowney,Jadeveon,Clowney,DE,6,5,77,266,0,0,4.53,0,0,0,7.27,37.5,124,21,1,South Carolina,0,1,1,0,7.5,1,1,HOU,Jadeveon Clowney,DE,21,2015,0,0,0,1,1,14,,,,,,,,,,,,26,,2.5,South Carolina,College Stats,1,HOU,Jadeveon Clowney,OLB,South Carolina,4,"$22,272,998","$14,518,544","$22,272,998","$4,049,636"
2014,Ross Cockrell,Ross,Cockrell,CB,6,0,72,191,0,0,4.56,0,0,4.32,7.28,36.5,122,10,4,Duke,0,13,109,0,5.4,4,109,BUF,Ross Cockrell,DB,23,2015,0,0,0,0,0,18,,,,,,,,,,,,30,2,,Duke,College Stats,109,BUFfrom BUF,Ross Cockrell,CB,Duke,4,"$2,687,552","$467,552","$467,552","$536,888"
2014,Aaron Colvin,Aaron,Colvin,CB,5,11,71,177,0,0,0,0,0,0,0,0,0,0,4,Oklahoma,0,18,114,0,5.3,4,114,JAX,Aaron Colvin,DB,22,2015,0,0,1,1,1,18,,,,,,,,,,,,69,,4,Oklahoma,College Stats,114,JACfrom BAL,Aaron Colvin,CB,Oklahoma,4,"$2,673,152","$453,152","$453,152","$464,464"
2014,Brandin Cooks,Brandin,Cooks,WR,5,10,70,189,0,0,4.33,0,0,3.81,6.76,36,120,16,1,Oregon St.,0,20,20,0,5.8,1,20,NOR,Brandin Cooks,WR,21,2015,0,0,1,5,5,22,,,,,,11,81,1,114,1390,10,2,,,Oregon St.,College Stats,20,NOfrom ARI,Brandin Cooks,WR,Oregon State,4,"$8,383,452","$4,417,056","$7,601,853","$1,524,264"
2014,Scott Crichton,Scott,Crichton,DE,6,3,75,273,0,0,4.84,0,0,0,7.19,31.5,108,24,3,Oregon St.,0,8,72,0,5.4,3,72,MIN,Scott Crichton,DE,22,2015,0,0,0,1,1,20,,,,,,,,,,,,5,,,Oregon St.,College Stats,72,MIN,Scott Crichton,DE,Oregon State,4,"$3,020,500","$656,324","$656,324","$584,081"
2014,Mike Davis,Mike,Davis,WR,6,0,72,197,0,0,0,0,0,0,0,0,0,10,0,Texas,0,0,0,0,5.2,4,126,SFO,Mike Davis,RB,22,2015,0,0,0,,,5,,,,,,25,24,0,5,23,0,,,,South Carolina,College Stats,126,SFfrom DEN,Mike Davis,RB,South Carolina,4,"$2,748,781","$468,781","$468,781","$552,195"
2014,Darqueze Dennard,Darqueze,Dennard,CB,5,11,71,199,0,0,4.51,0,0,0,0,0,0,15,1,Michigan St.,0,24,24,0,5.9,1,24,CIN,Darqueze Dennard,DB,22,2015,0,0,0,1,1,24,,,,,,,,,,,,28,1,1,Michigan St.,College Stats,24,CIN,Darqueze Dennard,CB,Michigan State,4,"$7,978,898","$4,122,835","$6,470,865","$1,450,708"
2014,Pierre Desir,Pierre,Desir,CB,6,1,73,198,0,0,4.59,0,0,4.3,6.86,35,133,11,4,Lindenwood,0,31,127,0,5.3,4,127,CLE,Pierre Desir,DB,24,2015,0,0,0,1,1,16,,,,,,,,,,,,31,,,Lindenwood,,127,CLEfrom IND,Pierre Desir,CB,Lindenwood,4,"$2,627,612","$407,612","$407,612","$521,903"
2014,Ahmad Dixon,Ahmad,Dixon,SS,6,0,72,212,0,0,4.64,0,0,4.5,7.55,32,111,14,8,Baylor,0,24,248,0,5.2,7,248,DAL,Ahmad Dixon,DB,23,2014,0,0,0,0,,11,,,,,,,,,,,,2,,,Baylor,College Stats,248 (C),DAL,Ahmad Dixon,S,Baylor,4,"$2,265,896","$45,896","$45,896","$431,474"
2014,Brandon Dixon,Brandon,Dixon,CB,5,11,71,203,0,0,4.41,0,0,4.27,7.15,32.5,117,17,7,Northwest Missouri St.,0,3,195,0,5.2,6,195,NYJ,Brandon Dixon,DB,24,2014,0,0,0,1,,14,,,,,,,,,,,,8,1,,NW Missouri St.,,195,NYJ,Brandon Dixon,CB,Northwest Missouri State,4,"$2,323,864","$103,864","$103,864","$445,966"
2014,Aaron Donald,Aaron,Donald,DT,6,1,73,285,0,0,4.68,0,0,0,7.11,32,116,35,1,Pittsburgh,0,13,13,0,5.4,1,13,STL,Aaron Donald,DT,23,2015,0,1,2,11,11,28,,,,,,,,,,,,69,,17,Pittsburgh,College Stats,13,STL,Aaron Donald,DT,Pittsburgh,4,"$10,136,500","$5,692,000","$10,136,500","$1,843,000"
2014,Jonathan Dowling,Jonathan,Dowling,SS,6,3,75,190,0,0,4.52,0,0,4.24,7.04,33.5,118,8,8,Western Kentucky,0,23,247,0,5.2,7,247,OAK,Jonathan Dowling,DB,22,2014,0,0,0,0,0,7,,,,,,,,,,,,4,,,West. Kentucky,College Stats,247,OAKfrom SEA,Jonathan Dowling,S,Western Kentucky,4,"$2,265,896","$45,896","$45,896","$403,945"
2014,Dakota Dozier,Dakota,Dozier,OT,6,4,76,313,0,0,5.42,0,0,4.89,8.14,24,101,23,5,Furman,0,9,137,0,5.4,4,137,NYJ,Dakota Dozier,OL,23,2015,0,0,0,0,0,4,,,,,,,,,,,,,,,Furman,,137 (C),NYJ,Dakota Dozier,G,Furman,4,"$2,520,584","$300,584","$300,584","$495,146"
2014,Kony Ealy,Kony,Ealy,DE,6,4,76,273,0,0,4.92,0,0,0,6.83,31,114,22,2,Missouri,0,28,60,0,5.8,2,60,CAR,Kony Ealy,DE,22,2015,0,0,0,1,1,27,,,,,,,,,,,,20,,9,Missouri,College Stats,60,CAR,Kony Ealy,DE,Missouri,4,"$3,546,829","$899,512","$1,249,512","$644,878"
2014,Dominique Easley,Dominique,Easley,DT,6,2,74,288,0,0,0,0,0,0,0,0,0,26,1,Florida,0,29,29,0,5.3,1,29,NWE,Dominique Easley,DT,22,2015,0,0,0,2,2,21,,,,,,,,,,,,14,1,2,Florida,College Stats,29,NE,Dominique Easley,DE,Florida,4,"$7,303,549","$3,631,672","$5,887,611","$1,327,918"
2014,Eric Ebron,Eric,Ebron,TE,6,4,76,250,0,0,4.6,0,0,0,0,32,120,24,1,North Carolina,0,10,10,0,6.4,1,10,DET,Eric Ebron,TE,21,2015,0,0,0,2,2,23,,,,,,,,,56,605,5,,,,North Carolina,College Stats,10,DET,Eric Ebron,TE,North Carolina,4,"$12,249,149","$7,228,472","$12,249,149","$2,227,118"
2014,Kadeem Edwards,Kadeem,Edwards,OG,6,4,76,313,0,0,5.25,0,0,4.82,7.95,27,99,26,5,Tennessee St.,0,15,143,0,5,5,143,TAM,Kadeem Edwards,OL,23,2014,0,0,0,0,0,0,,,,,,,,,,,,,,,Tennessee St.,,143,TB,Kadeem Edwards,G,Tennessee State,4,"$2,432,000","$212,000","$212,000","$356,000"
2014,Bruce Ellington,Bruce,Ellington,WR,5,9,69,197,0,0,4.45,0,0,3.95,6.69,39.5,120,15,4,South Carolina,0,10,106,0,5.4,4,106,SFO,Bruce Ellington,WR,23,2015,0,0,0,1,1,22,,,,,,7,35,1,15,116,2,1,,,South Carolina,College Stats,106,SFfrom CLE,Bruce Ellington,WR,South Carolina,4,"$2,694,428","$474,428","$474,428","$538,607"
2014,Justin Ellis,Justin,Ellis,DT,6,1,73,334,0,0,5.27,0,0,0,7.81,28,92,25,4,Louisiana Tech,0,11,107,0,4.8,4,107,OAK,Justin Ellis,DT,23,2015,0,0,1,6,6,24,,,,,,,,,,,,26,,,Louisiana Tech,College Stats,107,OAK,Justin Ellis,DT,Louisiana Tech,4,"$2,692,688","$472,688","$472,688","$538,172"
2014,IK Enemkpali,IK,Enemkpali,DE,6,1,73,261,0,0,5.01,0,0,0,7.67,34,112,28,7,Louisiana Tech,0,18,210,0,5.1,6,210,NYJ,IK Enemkpali,DT,23,2015,0,0,0,0,0,13,,,,,,,,,,,,7,,,Louisiana Tech,College Stats,210 (C),NYJ,IK Enemkpali,DE,Louisiana Tech,4,"$2,298,680","$78,680","$78,680","$439,670"
2014,Quincy Enunwa,Quincy,Enunwa,WR,6,2,74,225,0,0,4.45,0,0,0,0,0,0,19,7,Nebraska,0,17,209,0,4.8,6,209,NYJ,Quincy Enunwa,WR,22,2015,0,0,0,0,0,9,,,,,,,,,14,182,0,,,,Nebraska,College Stats,209 (C),NYJ,Quincy Enunwa,WR,Nebraska,4,"$2,298,680","$78,680","$78,680","$439,670"
2014,Mike Evans,Mike,Evans,WR,6,5,77,231,0,0,4.53,0,0,4.26,7.08,37,0,12,1,Texas A&M,0,7,7,0,6.2,1,7,TAM,Mike Evans,WR,21,2015,0,0,2,7,7,26,,,,,,,,,122,1901,15,4,,,Texas A&M,College Stats,7,TB,Mike Evans,WR,Texas A&M,4,"$14,631,502","$8,961,092","$14,631,502","$2,660,273"
2014,Antone Exum,Antone,Exum,CB,6,0,72,213,0,0,4.59,0,0,4.13,7.05,35,117,17,6,Virginia Tech,0,22,182,0,5.4,6,182,MIN,Antone Exum,DB,23,2015,0,0,0,1,1,26,,,,,,,,,,,,14,,,Virginia Tech,College Stats,182,MINfrom ATL,Antone Exum,CB,Virginia Tech,4,"$2,335,788","$115,788","$115,788","$448,947"
