year,name,position,heightfeet,heightinches,heightinchestotal,weight,fortyyd,twentyss,threecone,vertical,broad,bench,college,nflgrade,Pick,Tm,Name,Pos,Age,To,G,College/Univ,PICK,TEAM,PLAYER,POS,COLLEGE,YRS,DOLLARS,S.BONUS,G'TEED,2015 CAP HIT
2015,Ramik Wilson,ILB,6,2,74,237,4.77,4.51,0,35,111,23,Georgia,5.4,118,KAN,Ramik Wilson,ILB,23,2015,7,Georgia,118,KC,Ramik Wilson,ILB,Georgia,4,"$2,807,123","$500,123","$500,123","$560,030"
2015,Jameis Winston,QB,6,4,76,231,4.97,4.36,7.16,28.5,103,0,Florida St.,6.5,1,TAM,Jameis Winston,QB,21,2015,12,Florida St.,1,TB,Jameis Winston,QB,Florida State,4,"$25,351,277","$16,697,292","$25,351,277","$4,609,323"
2015,Gabe Wright,DT,6,3,75,300,5.07,4.56,7.73,26.5,100,34,Auburn,5.7,113,DET,Gabe Wright,DT,23,2015,7,Auburn,113,"DETfrom SF 
via BUF 
via PHI",Gabe Wright,DT,Auburn,4,"$2,801,155","$521,155","$521,155","$565,288"
2015,T.J. Yeldon,RB,6,1,73,226,4.61,4.22,7.19,36,117,22,Alabama,5.7,36,JAX,T.J. Yeldon,RB,21,2015,11,Alabama,36,JAC,T.J. Yeldon,RB,Alabama,4,"$5,913,774","$2,560,927","$3,264,736","$1,075,231"
2014,Jared Abbrederis,WR,6,1,73,195,4.5,4.08,6.8,30.5,117,4,Wisconsin,5.2,176,GNB,Jared Abbrederis,WR,23,2015,5,Wisconsin,176 (C),GB,Jared Abbrederis,WR,Wisconsin,4,"$2,364,560","$144,560","$144,560","$339,140"
2014,Davante Adams,WR,6,1,73,212,4.56,4.3,6.82,39.5,123,14,Fresno St.,6,53,GNB,Davante Adams,WR,21,2015,25,Fresno St.,53,GB,Davante Adams,WR,Fresno State,4,"$3,933,402","$1,180,656","$1,779,447","$715,164"
2014,Ricardo Allen,CB,5,9,69,187,4.61,4.15,0,35.5,117,13,Purdue,5.1,147,ATL,Ricardo Allen,DB,22,2015,11,Purdue,147,ATL,Ricardo Allen,S,Purdue,4,"$2,420,500","$200,500","$200,500","$470,125"
2014,Jace Amaro,TE,6,5,77,265,4.74,4.3,7.42,33,118,28,Texas Tech,5.4,49,NYJ,Jace Amaro,TE,22,2014,14,Texas Tech,49,NYJ,Jace Amaro,TE,Texas Tech,4,"$4,292,992","$1,442,176","$2,477,316","$780,544"
2014,Dri Archer,RB,5,8,68,173,4.26,4.06,6.86,38,122,20,Kent St.,5.4,97,PIT,Dri Archer,WR,23,2015,20,Kent St.,97 (C),PIT,Dri Archer,RB,Kent State,4,"$2,748,016","$506,016","$506,016","$546,504"
2014,Jeremiah Attaochu,OLB,6,3,75,252,0,0,0,0,0,0,Georgia Tech,5.5,50,SDG,Jeremiah Attaochu,LB,21,2015,22,Georgia Tech,50,SDfrom MIA,Jeremiah Attaochu,OLB,Georgia Tech,4,"$4,203,100","$1,376,800","$1,987,850","$764,200"
2014,Anthony Barr,OLB,6,5,77,255,4.66,4.19,6.82,34.5,119,15,UCLA,6.6,9,MIN,Anthony Barr,LB,22,2015,24,UCLA,9,"MINfrom BUF 
via CLE",Anthony Barr,OLB,California-Los Angeles,4,"$12,743,500","$7,588,000","$12,743,500","$2,317,000"
2014,Lamin Barrow,OLB,6,1,73,237,4.64,4.35,7.24,35,123,22,LSU,5.4,156,DEN,Lamin Barrow,LB,23,2015,28,LSU,156,DENfrom CHI,Lamin Barrow,ILB,Louisiana State,4,"$2,411,160","$191,160","$191,160","$467,790"
2014,Kelvin Benjamin,WR,6,5,77,240,4.61,4.39,7.33,32.5,119,13,Florida St.,6.4,28,CAR,Kelvin Benjamin,WR,23,2014,16,Florida St.,28,CAR,Kelvin Benjamin,WR,Florida State,4,"$7,664,250","$3,894,000","$6,199,225","$1,393,500"
2014,Nat Berhe,SS,5,10,70,193,4.71,4.22,7.08,35.5,117,15,San Diego St.,5.2,152,NYG,Nat Berhe,DB,23,2014,16,San Diego St.,152,NYG,Nat Berhe,S,San Diego State,4,"$2,412,800","$192,800","$192,800","$468,200"
2014,Joel Bitonio,OT,6,4,76,302,4.97,4.44,7.37,32,114,22,Nevada,5.5,35,CLE,Joel Bitonio,G,22,2015,26,Nevada,35,CLE,Joel Bitonio,G,Nevada,4,"$5,461,698","$2,292,144","$3,700,403","$993,036"
2014,Rob Blanchflower,TE,6,4,76,256,0,0,0,0,0,0,Massachusetts,5.1,230,PIT,Rob Blanchflower,TE,24,2014,0,Massachusetts,230,PIT,Rob Blanchflower,TE,Massachusetts,4,"$2,279,400","$59,400","$59,400","$434,850"
2014,Alfred Blue,RB,6,2,74,223,4.63,4.5,7.15,32,121,13,LSU,5.2,181,HOU,Alfred Blue,RB,23,2015,27,LSU,181,HOUfrom OAK,Alfred Blue,RB,Louisiana State,4,"$2,337,932","$117,932","$117,932","$449,483"
2014,Russell Bodine,C,6,3,75,310,5.18,4.66,8.26,29,109,42,North Carolina,5.3,111,CIN,Russell Bodine,C,22,2015,28,North Carolina,111,"CINfrom DET 
via SEA",Russell Bodine,C,North Carolina,4,"$2,676,456","$456,456","$456,456","$534,114"
2014,Blake Bortles,QB,6,5,77,232,4.93,4.21,7.08,32.5,115,0,Central Florida,6.4,3,JAX,Blake Bortles,QB,22,2015,26,Central Florida,3,JAC,Blake Bortles,QB,Central Florida,4,"$20,654,810","$13,341,680","$20,654,810","$3,755,420"
2014,Tajh Boyd,QB,6,1,73,222,4.84,4.23,7.33,30.5,106,0,Clemson,5.4,213,NYJ,Tajh Boyd,QB,24,,,Clemson,213 (C),NYJ,Tajh Boyd,QB,Clemson,4,"$2,298,680","$78,680","$78,680","$439,670"
2014,Bashaud Breeland,CB,5,11,71,197,4.62,4.33,7.04,34.5,123,11,Clemson,5.6,102,WAS,Bashaud Breeland,DB,22,2015,27,Clemson,102,WAS,Bashaud Breeland,CB,Clemson,4,"$2,706,000","$486,000","$486,000","$541,500"
2014,Teddy Bridgewater,QB,6,2,74,214,0,4.2,7.17,30,113,0,Louisville,6.3,32,MIN,Teddy Bridgewater,QB,21,2015,25,Louisville,32,MINfrom SEA,Teddy Bridgewater,QB,Louisville,4,"$6,849,502","$3,301,456","$5,495,479","$1,245,364"
2014,Justin Britt,OT,6,6,78,325,5.19,4.69,8.14,27.5,100,23,Missouri,5.2,64,SEA,Justin Britt,T,23,2015,28,Missouri,64,SEA,Justin Britt,RT,Missouri,4,"$3,546,930","$834,132","$1,411,265","$628,533"
2014,Terrence Brooks,FS,5,11,71,198,4.42,0,7.35,38,119,10,Florida St.,5.3,79,BAL,Terrence Brooks,DB,23,2015,19,Florida St.,79,BAL,Terrence Brooks,S,Florida State,4,"$2,871,376","$606,376","$606,376","$557,829"
2014,John Brown,WR,5,10,70,179,4.34,4.12,6.91,36.5,119,0,Pittsburg St. (KS),5,91,ARI,John Brown,WR,24,2015,27,Pittsburg St.,91,ARIfrom NO,John Brown,WR,Pittsburgh State,4,"$2,798,900","$542,900","$542,900","$555,725"
2014,Preston Brown,ILB,6,1,73,251,4.86,4.26,6.98,33,116,23,Louisville,5.4,73,BUF,Preston Brown,LB,21,2015,28,Louisville,73,BUF,Preston Brown,ILB,Louisville,4,"$3,005,750","$648,000","$648,000","$582,000"
2014,Martavis Bryant,WR,6,4,76,211,4.42,4.15,7.18,39,124,16,Clemson,5.3,118,PIT,Martavis Bryant,WR,22,2015,17,Clemson,118,PIT,Martavis Bryant,WR,Clemson,4,"$2,659,220","$439,220","$439,220","$529,805"
2014,Deone Bucannon,SS,6,1,73,211,4.49,4.26,6.96,36.5,125,19,Washington St.,5.3,27,ARI,Deone Bucannon,DB,22,2015,28,Washington St.,27,ARIfrom NO,Deone Bucannon,S,Washington State,4,"$7,709,202","$3,926,692","$6,237,947","$1,401,673"
2014,Ka'Deem Carey,RB,5,9,69,207,4.7,4.38,7.08,32.5,115,19,Arizona,5.8,117,CHI,Ka'Deem Carey,RB,21,2015,20,Arizona,117,CHI,Ka'Deem Carey,RB,Arizona,4,"$2,663,380","$443,380","$443,380","$530,845"
2014,Derek Carr,QB,6,2,74,214,4.69,4.2,0,34.5,110,0,Fresno St.,5.8,36,OAK,Derek Carr,QB,23,2015,28,Fresno St.,36,OAK,Derek Carr,QB,Fresno State,4,"$5,371,801","$2,226,764","$3,310,937","$976,691"
2014,Ryan Carrethers,NT,6,1,73,337,5.47,0,7.89,26,88,32,Arkansas State,5.2,165,SDG,Ryan Carrethers,DT,23,2015,16,Arkansas St.,165,SD,Ryan Carrethers,DT,Arkansas State,4,"$2,398,532","$178,532","$178,532","$464,633"
2014,Travis Carrie,CB,6,0,72,206,0,0,0,0,0,17,Ohio,5.4,219,OAK,Travis Carrie,DB,24,2015,24,Ohio,219,OAK,Travis Carrie,CB,Ohio,4,"$2,286,964","$66,964","$66,964","$436,741"
2014,Will Clarke,DE,6,6,78,271,4.77,0,7.26,32,112,22,West Virginia,5,88,CIN,Will Clarke,DE,23,2015,18,West Virginia,88,CIN,Will Clarke,DE,West Virginia,4,"$2,820,380","$545,380","$545,380","$556,345"
2014,Jadeveon Clowney,DE,6,5,77,266,4.53,0,7.27,37.5,124,21,South Carolina,7.5,1,HOU,Jadeveon Clowney,DE,21,2015,14,South Carolina,1,HOU,Jadeveon Clowney,OLB,South Carolina,4,"$22,272,998","$14,518,544","$22,272,998","$4,049,636"
2014,Ross Cockrell,CB,6,0,72,191,4.56,4.32,7.28,36.5,122,10,Duke,5.4,109,BUF,Ross Cockrell,DB,23,2015,18,Duke,109,BUFfrom BUF,Ross Cockrell,CB,Duke,4,"$2,687,552","$467,552","$467,552","$536,888"
2014,Aaron Colvin,CB,5,11,71,177,0,0,0,0,0,0,Oklahoma,5.3,114,JAX,Aaron Colvin,DB,22,2015,18,Oklahoma,114,JACfrom BAL,Aaron Colvin,CB,Oklahoma,4,"$2,673,152","$453,152","$453,152","$464,464"
2014,Brandin Cooks,WR,5,10,70,189,4.33,3.81,6.76,36,120,16,Oregon St.,5.8,20,NOR,Brandin Cooks,WR,21,2015,22,Oregon St.,20,NOfrom ARI,Brandin Cooks,WR,Oregon State,4,"$8,383,452","$4,417,056","$7,601,853","$1,524,264"
2014,Scott Crichton,DE,6,3,75,273,4.84,0,7.19,31.5,108,24,Oregon St.,5.4,72,MIN,Scott Crichton,DE,22,2015,20,Oregon St.,72,MIN,Scott Crichton,DE,Oregon State,4,"$3,020,500","$656,324","$656,324","$584,081"
2014,Mike Davis,WR,6,0,72,197,0,0,0,0,0,10,Texas,5.2,126,SFO,Mike Davis,RB,22,2015,5,South Carolina,126,SFfrom DEN,Mike Davis,RB,South Carolina,4,"$2,748,781","$468,781","$468,781","$552,195"
2014,Darqueze Dennard,CB,5,11,71,199,4.51,0,0,0,0,15,Michigan St.,5.9,24,CIN,Darqueze Dennard,DB,22,2015,24,Michigan St.,24,CIN,Darqueze Dennard,CB,Michigan State,4,"$7,978,898","$4,122,835","$6,470,865","$1,450,708"
2014,Pierre Desir,CB,6,1,73,198,4.59,4.3,6.86,35,133,11,Lindenwood,5.3,127,CLE,Pierre Desir,DB,24,2015,16,Lindenwood,127,CLEfrom IND,Pierre Desir,CB,Lindenwood,4,"$2,627,612","$407,612","$407,612","$521,903"
2014,Ahmad Dixon,SS,6,0,72,212,4.64,4.5,7.55,32,111,14,Baylor,5.2,248,DAL,Ahmad Dixon,DB,23,2014,11,Baylor,248 (C),DAL,Ahmad Dixon,S,Baylor,4,"$2,265,896","$45,896","$45,896","$431,474"
2014,Brandon Dixon,CB,5,11,71,203,4.41,4.27,7.15,32.5,117,17,Northwest Missouri St.,5.2,195,NYJ,Brandon Dixon,DB,24,2014,14,NW Missouri St.,195,NYJ,Brandon Dixon,CB,Northwest Missouri State,4,"$2,323,864","$103,864","$103,864","$445,966"
2014,Aaron Donald,DT,6,1,73,285,4.68,0,7.11,32,116,35,Pittsburgh,5.4,13,STL,Aaron Donald,DT,23,2015,28,Pittsburgh,13,STL,Aaron Donald,DT,Pittsburgh,4,"$10,136,500","$5,692,000","$10,136,500","$1,843,000"
2014,Jonathan Dowling,SS,6,3,75,190,4.52,4.24,7.04,33.5,118,8,Western Kentucky,5.2,247,OAK,Jonathan Dowling,DB,22,2014,7,West. Kentucky,247,OAKfrom SEA,Jonathan Dowling,S,Western Kentucky,4,"$2,265,896","$45,896","$45,896","$403,945"
2014,Dakota Dozier,OT,6,4,76,313,5.42,4.89,8.14,24,101,23,Furman,5.4,137,NYJ,Dakota Dozier,OL,23,2015,4,Furman,137 (C),NYJ,Dakota Dozier,G,Furman,4,"$2,520,584","$300,584","$300,584","$495,146"
2014,Kony Ealy,DE,6,4,76,273,4.92,0,6.83,31,114,22,Missouri,5.8,60,CAR,Kony Ealy,DE,22,2015,27,Missouri,60,CAR,Kony Ealy,DE,Missouri,4,"$3,546,829","$899,512","$1,249,512","$644,878"
2014,Dominique Easley,DT,6,2,74,288,0,0,0,0,0,26,Florida,5.3,29,NWE,Dominique Easley,DT,22,2015,21,Florida,29,NE,Dominique Easley,DE,Florida,4,"$7,303,549","$3,631,672","$5,887,611","$1,327,918"
2014,Eric Ebron,TE,6,4,76,250,4.6,0,0,32,120,24,North Carolina,6.4,10,DET,Eric Ebron,TE,21,2015,23,North Carolina,10,DET,Eric Ebron,TE,North Carolina,4,"$12,249,149","$7,228,472","$12,249,149","$2,227,118"
2014,Kadeem Edwards,OG,6,4,76,313,5.25,4.82,7.95,27,99,26,Tennessee St.,5,143,TAM,Kadeem Edwards,OL,23,2014,0,Tennessee St.,143,TB,Kadeem Edwards,G,Tennessee State,4,"$2,432,000","$212,000","$212,000","$356,000"
2014,Bruce Ellington,WR,5,9,69,197,4.45,3.95,6.69,39.5,120,15,South Carolina,5.4,106,SFO,Bruce Ellington,WR,23,2015,22,South Carolina,106,SFfrom CLE,Bruce Ellington,WR,South Carolina,4,"$2,694,428","$474,428","$474,428","$538,607"
2014,Justin Ellis,DT,6,1,73,334,5.27,0,7.81,28,92,25,Louisiana Tech,4.8,107,OAK,Justin Ellis,DT,23,2015,24,Louisiana Tech,107,OAK,Justin Ellis,DT,Louisiana Tech,4,"$2,692,688","$472,688","$472,688","$538,172"
2014,IK Enemkpali,DE,6,1,73,261,5.01,0,7.67,34,112,28,Louisiana Tech,5.1,210,NYJ,IK Enemkpali,DT,23,2015,13,Louisiana Tech,210 (C),NYJ,IK Enemkpali,DE,Louisiana Tech,4,"$2,298,680","$78,680","$78,680","$439,670"
2014,Quincy Enunwa,WR,6,2,74,225,4.45,0,0,0,0,19,Nebraska,4.8,209,NYJ,Quincy Enunwa,WR,22,2015,9,Nebraska,209 (C),NYJ,Quincy Enunwa,WR,Nebraska,4,"$2,298,680","$78,680","$78,680","$439,670"
2014,Mike Evans,WR,6,5,77,231,4.53,4.26,7.08,37,0,12,Texas A&M,6.2,7,TAM,Mike Evans,WR,21,2015,26,Texas A&M,7,TB,Mike Evans,WR,Texas A&M,4,"$14,631,502","$8,961,092","$14,631,502","$2,660,273"
2014,Antone Exum,CB,6,0,72,213,4.59,4.13,7.05,35,117,17,Virginia Tech,5.4,182,MIN,Antone Exum,DB,23,2015,26,Virginia Tech,182,MINfrom ATL,Antone Exum,CB,Virginia Tech,4,"$2,335,788","$115,788","$115,788","$448,947"
2014,David Fales,QB,6,2,74,212,4.99,4.5,7.55,28,103,0,San Jose St.,5.2,183,CHI,David Fales,QB,23,2014,0,San Jose St.,183,CHIfrom TB,David Fales,QB,San Jose State,4,"$2,334,424","$114,424","$114,424","$448,606"
2014,Ego Ferguson,DT,6,3,75,315,0,0,0,0,0,24,LSU,5.5,51,CHI,Ego Ferguson,DT,23,2015,20,LSU,51,CHI,Ego Ferguson,DT,Louisiana State,4,"$4,113,203","$1,311,420","$1,918,384","$747,855"
2014,C.J. Fiedorowicz,TE,6,5,77,265,4.76,4.26,7.1,31.5,116,25,Iowa,5.5,65,HOU,C.J. Fiedorowicz,TE,22,2015,27,Iowa,65,HOU,C.J. Fiedorowicz,TE,Iowa,4,"$3,195,116","$703,304","$703,304","$595,826"
2014,Cameron Fleming,OT,6,5,77,323,5.28,5,8.24,23.5,97,26,Stanford,5.2,140,NWE,Cameron Fleming,T,22,2015,15,Stanford,140 (C),NE,Cameron Fleming,G,Stanford,4,"$2,520,584","$300,584","$300,584","$495,146"
2014,Dee Ford,DE,6,2,74,252,0,0,0,0,0,0,Auburn,5.4,23,KAN,Dee Ford,LB,23,2015,26,Auburn,23,KC,Dee Ford,DE,Auburn,4,"$8,158,700","$4,253,600","$6,206,150","$1,483,400"
2014,Khairi Fortt,ILB,6,2,74,248,4.7,0,0,36,120,30,California,5.2,126,NOR,Khairi Fortt,LB,22,2014,3,California,126,NO,Khairi Fortt,OLB,California,4,"$2,632,560","$412,560","$412,560","$420,000"
2014,Devonta Freeman,RB,5,8,68,206,4.58,4.26,7.11,31.5,118,0,Florida St.,5.6,103,ATL,Devonta Freeman,RB,22,2015,27,Florida St.,103,ATL,Devonta Freeman,RB,Florida State,4,"$2,704,424","$484,424","$484,424","$541,106"
2014,Kyle Fuller,CB,6,0,72,190,4.49,4.19,6.9,38.5,128,12,Virginia Tech,5.4,14,CHI,Kyle Fuller,DB,22,2015,28,Virginia Tech,14,CHI,Kyle Fuller,CB,Virginia Tech,4,"$9,687,002","$5,365,092","$9,687,002","$1,761,273"
2014,Zach Fulton,OG,6,5,77,316,5.16,5.16,7.87,24.5,98,25,Tennessee,5.3,193,KAN,Zach Fulton,G,23,2015,28,Tennessee,193,KCfrom DAL,Zach Fulton,G,Tennessee,4,"$2,349,220","$104,220","$104,220","$446,055"
2014,Tyler Gaffney,RB,5,11,71,220,4.49,4.18,6.78,36.5,116,0,Stanford,5.1,204,CAR,Tyler Gaffney,RB,23,2014,0,Stanford,204,CAR,Tyler Gaffney,RB,Stanford,4,"$2,316,600","$96,600","$96,600","$303,000"
2014,E.J. Gaines,CB,5,10,70,190,0,0,0,0,0,15,Missouri,5.3,188,STL,E.J. Gaines,DB,22,2014,15,Missouri,188,STL,E.J. Gaines,CB,Missouri,4,"$2,327,672","$107,672","$107,672","$446,918"
2014,Phillip Gaines,CB,6,0,72,193,4.38,4.04,6.62,36.5,122,11,Rice,4.5,87,KAN,Phillip Gaines,DB,23,2015,16,Rice,87,KC,Phillip Gaines,CB,Rice,4,"$2,824,112","$549,112","$549,112","$557,278"
2014,Jeremy Gallon,WR,5,7,67,185,4.49,0,0,0,0,15,Michigan,5,244,NWE,Jeremy Gallon,WR,24,,,Michigan,244,NE,Jeremy Gallon,WR,Michigan,4,"$2,267,592","$47,592","$47,592","$431,898"
2014,Jimmy Garoppolo,QB,6,2,74,226,4.97,4.26,7.04,30.5,110,0,Eastern Illinois,5.4,62,NWE,Jimmy Garoppolo,QB,22,2015,10,East. Illinois,62,NE,Jimmy Garoppolo,QB,Eastern Illinois,4,"$3,483,898","$853,744","$1,103,744","$633,436"
2014,Jeremiah George,ILB,5,11,71,234,4.91,0,0,33,116,28,Iowa St.,5.2,154,NYJ,Jeremiah George,LB,22,2015,18,Iowa St.,154,NYJ,Jeremiah George,ILB,Iowa State,4,"$2,411,752","$191,752","$191,752","$467,938"
2014,Justin Gilbert,CB,6,0,72,202,4.37,0,6.92,35.5,126,20,Oklahoma St.,6.3,8,CLE,Justin Gilbert,DB,22,2015,22,Oklahoma St.,8,CLEfrom MIN,Justin Gilbert,CB,Oklahoma State,4,"$12,833,502","$7,653,456","$12,833,502","$2,333,364"
2014,Crockett Gillmore,TE,6,6,78,260,4.89,4.44,7.42,33.5,120,0,Colorado St.,5,99,BAL,Crockett Gillmore,TE,22,2015,25,Colorado St.,99 (C),BAL,Crockett Gillmore,TE,Colorado State,4,"$2,726,016","$506,016","$506,016","$546,504"
2014,Demetri Goodson,CB,5,11,71,194,4.52,4.34,6.8,37,123,11,Baylor,5,197,GNB,Demetri Goodson,DB,25,2015,16,Baylor,197,GB,Demetri Goodson,CB,Baylor,4,"$2,323,152","$103,152","$103,152","$445,788"
2014,Ryan Grant,WR,6,0,72,199,4.64,4.11,6.68,35.5,119,8,Tulane,5.1,142,WAS,Ryan Grant,WR,23,2015,28,Tulane,142,WAS,Ryan Grant,WR,Tulane,4,"$2,433,612","$213,612","$213,612","$473,403"
2014,Marion Grice,RB,6,0,72,208,0,0,0,0,0,0,Arizona State,5.2,201,SDG,Marion Grice,RB,23,2014,10,Arizona St.,201,SD,Marion Grice,RB,Arizona State,4,"$2,318,896","$98,896","$98,896","$444,724"
2014,Ra'Shede Hageman,DT,6,6,78,310,5.02,0,7.87,35.5,114,32,Minnesota,6.1,37,ATL,Ra'Shede Hageman,DT,24,2015,28,Minnesota,37,ATL,Ra'Shede Hageman,DT,Minnesota,4,"$5,335,842","$2,200,612","$3,283,150","$970,153"
2014,Andre Hal,CB,5,10,70,188,4.5,4.27,7.14,35.5,119,15,Vanderbilt,5.2,216,HOU,Andre Hal,DB,22,2015,26,Vanderbilt,216,HOU,Andre Hal,CB,Vanderbilt,4,"$2,289,124","$69,124","$69,124","$437,281"
2014,Jon Halapio,OG,6,3,75,323,5.34,4.83,8.26,21.5,100,0,Florida,5,179,NWE,Jon Halapio,OL,23,2014,0,Florida,179,NEfrom JAC,Jon Halapio,G,Florida,4,"$2,343,100","$123,100","$123,100","$450,775"
2014,Taylor Hart,DE,6,6,78,281,0,0,0,0,0,21,Oregon,5.3,141,PHI,Taylor Hart,DE,23,2015,10,Oregon,141,PHIfrom HOU,Taylor Hart,DE,Oregon,4,"$2,510,658","$215,512","$215,512","$473,878"
2014,Matt Hazel,WR,6,1,73,198,4.5,4.2,7.08,36.5,118,15,Coastal Carolina,5.2,190,MIA,Matt Hazel,WR,22,2015,1,Coastal Carolina,190,MIA,Matt Hazel,WR,Coastal Carolina,4,"$2,325,800","$105,800","$105,800","$446,450"
2014,Seantrel Henderson,OT,6,7,79,331,5.04,4.77,8.15,24,95,0,Miami,5.6,237,BUF,Seantrel Henderson,OL,22,2015,26,Miami (FL),237,BUFfrom PHI,Seantrel Henderson,RT,Miami (FL),4,"$2,270,880","$50,880","$50,880","$432,720"
2014,Robert Herron,WR,5,9,69,193,4.48,4.27,6.84,35.5,125,18,Wyoming,5.2,185,TAM,Robert Herron,WR,22,2014,8,Wyoming,185,TBfrom BUF,Robert Herron,WR,Wyoming,4,"$2,332,000","$112,000","$112,000","$448,000"
2014,Jeremy Hill,RB,6,1,73,233,4.66,0,0,29,113,20,LSU,5.8,55,CIN,Jeremy Hill,RB,21,2015,28,LSU,55,CIN,Jeremy Hill,RB,Louisiana State,4,"$3,753,602","$1,049,892","$1,640,510","$682,473"
2014,Anthony Hitchens,OLB,6,0,72,240,4.74,4.45,7.15,31.5,116,23,Iowa,5,119,DAL,Anthony Hitchens,LB,22,2015,28,Iowa,119,DAL,Anthony Hitchens,OLB,Iowa,4,"$2,654,864","$434,864","$434,864","$528,716"
2014,Zach Hocker,K,6,0,72,189,0,0,0,0,0,0,Arkansas,4.5,228,WAS,Zach Hocker,K,23,2015,8,Arkansas,228,WASfrom TEN,Zach Hocker,K,Arkansas,4,"$2,280,248","$60,248","$60,248","$435,062"
2014,Josh Huff,WR,5,11,71,206,4.51,0,0,35.5,116,14,Oregon,5.3,86,PHI,Josh Huff,WR,22,2015,23,Oregon,86,PHI,Josh Huff,WR,Oregon,4,"$2,820,944","$555,944","$555,944","$558,986"
2014,Marqueston Huff,FS,5,11,71,196,4.49,4.19,7.26,35.5,118,15,Wyoming,5.7,122,TEN,Marqueston Huff,DB,22,2015,26,Wyoming,122,TENfrom PHI,Marqueston Huff,CB,Wyoming,4,"$2,645,204","$425,204","$425,204","$526,301"
2014,Carlos Hyde,RB,6,0,72,230,4.66,0,0,34.5,114,19,Ohio St.,6.2,57,SFO,Carlos Hyde,RB,23,2015,21,Ohio St.,57,"SFfrom SD 
via MIA",Carlos Hyde,RB,Ohio State,4,"$3,681,678","$997,584","$1,954,933","$669,396"
2014,Andrew Jackson,ILB,6,1,73,254,0,0,0,0,0,0,Western Kentucky,5.2,203,IND,Andrew Jackson,LB,22,2014,13,West. Kentucky,203,IND,Andrew Jackson,ILB,Western Kentucky,4,"$2,317,000","$97,000","$97,000","$444,250"
2014,Bennett Jackson,CB,6,0,72,195,4.51,4,6.75,38,128,13,Notre Dame,5.2,187,NYG,Bennett Jackson,DB,23,2014,0,Notre Dame,187,NYG,Bennett Jackson,CB,Notre Dame,4,"$2,330,060","$110,060","$100,060","$447,515"
2014,Gabe Jackson,OG,6,3,75,336,5.51,4.78,8.25,29,108,30,Mississippi St.,6,81,OAK,Gabe Jackson,G,23,2015,25,Mississippi St.,81,OAKfrom MIA,Gabe Jackson,G,Mississippi,4,"$2,952,789","$591,376","$591,376","$567,844"
2014,Ja'Wuan James,OT,6,6,78,311,5.34,4.56,7.42,29,103,22,Tennessee,5.6,19,MIA,Ja'Wuan James,T,22,2015,23,Tennessee,19,MIA,Ja'Wuan James,RT,Tennessee,4,"$8,428,398","$4,449,744","$8,428,398","$1,532,436"
2014,Kendall James,CB,5,10,70,180,4.44,4.19,6.81,39,0,9,Maine,5.3,184,MIN,Kendall James,DB,23,2014,0,Maine,184,MIN,Kendall James,CB,Maine,4,"$2,333,452","$113,452","$113,452","$448,363"
2014,Jeff Janis,WR,6,3,75,219,4.42,3.98,6.64,37.5,123,20,Saginaw Valley St.,5.3,236,GNB,Jeff Janis,WR,23,2015,15,Saginaw Valley St.,236,GB,Jeff Janis,WR,Saginaw Valley State,4,"$2,271,392","$51,392","$51,392","$432,848"
2014,Stanley Jean-Baptiste,CB,6,3,75,218,4.61,4.33,0,41.5,128,13,Nebraska,5.3,58,NOR,Stanley Jean-Baptiste,DB,24,2014,4,Nebraska,58,NO,Stanley Jean-Baptiste,CB,Nebraska,4,"$3,636,732","$964,896","$1,391,046","$661,224"
2014,Timmy Jernigan,NT,6,2,74,299,5.06,0,0,29.5,102,27,Florida St.,5.6,48,BAL,Timmy Jernigan,DT,22,2015,23,Florida St.,48,BAL,Timmy Jernigan,DT,Florida State,4,"$4,382,517","$1,507,564","$2,126,787","$796,891"
2014,Dontae Johnson,CB,6,2,74,200,4.45,4.24,6.82,38.5,124,12,N.C. State,5.3,129,SFO,Dontae Johnson,DB,22,2015,28,North Carolina St.,129,SF,Dontae Johnson,CB,North Carolina State,4,"$2,620,544","$400,544","$400,544","$520,136"
2014,Storm Johnson,RB,6,0,72,209,4.6,0,0,35.5,118,16,Central Florida,5.3,222,JAX,Storm Johnson,RB,22,2014,6,Central Florida,222,JAC,Storm Johnson,RB,Central Florida,4,"$2,282,728","$62,728","$62,728","$435,682"
2014,Wesley Johnson,OT,6,5,77,297,5.11,4.64,7.4,29,111,26,Vanderbilt,5.2,173,PIT,Wesley Johnson,OL,23,2015,8,Vanderbilt,173 (C),PIT,Wesley Johnson,C,Vanderbilt,4,"$2,364,560","$144,560","$144,560","$271,764"
2014,DaQuan Jones,DT,6,4,76,322,5.35,0,7.73,27.5,101,25,Penn St.,5.6,112,TEN,DaQuan Jones,DT,22,2015,19,Penn St.,112,TEN,DaQuan Jones,DT,Penn State,4,"$2,675,400","$455,400","$455,400","$533,850"
2014,Devon Kennard,OLB,6,3,75,249,4.7,4.32,7.25,30,113,23,USC,5.1,174,NYG,Devon Kennard,DE,23,2015,21,USC,174 (C),NYG,Devon Kennard,OLB,Southern California,4,"$2,364,560","$144,560","$144,560","$456,140"
2014,Christian Kirksey,OLB,6,2,74,233,0,0,0,32,122,16,Iowa,5.2,71,CLE,Christian Kirksey,LB,22,2015,28,Iowa,71,CLE,Christian Kirksey,ILB,Iowa,4,"$3,040,000","$662,500","$662,500","$585,625"
